"ResponseId_W2","exp_group","condition","ideo_folded","pid_strength","ss1","ss2","ss3","ss4","ss5","ss6","ss_sum","compliance_level","WELL_FEELINGS_1","WELL_FEELINGS_2","WELL_FEELINGS_3","WELL_FEELINGS_4","WELL_FEELINGS_5","WELL_FEELINGS_6","WELL_ACT_1","WELL_ACT_2","WELL_ACT_3","WELL_ACT_4","WELL_ACT_5","SMS_1","SMS_2","SMS_3","SPEECH_1","SPEECH_2","SPEECH_3","SPEECH_4","party_folded","MAL","PREPOL","COMPROMISE","TRUST_1","TRUST_2","TRUST_3","TRUST_4","TRUST_5","TRUST_6","ECON_PRE","ENV_PRE","IMMIG_PRE","GUN_PRE","TRUMP_PRE","ECON_POST","ENV_POST","IMMIG_POST","GUN_POST","TRUMP_POST","thermo_dem_PRE","thermo_rep_PRE","thermo_lib_PRE","thermo_con_PRE","thermo_gun_PRE","thermo_immig_PRE","thermo_climate_PRE","thermo_econ_PRE","thermo_trumpissue_PRE","understand_climate_PRE","understand_econ_PRE","understand_gun_PRE","understand_immig_PRE","understand_opideo_PRE","understand_opparty_PRE","understand_ownideo_PRE","understand_ownparty_PRE","understand_trumpissue_PRE","negtrait_otherideo_stupid_PRE","negtrait_otherparty_stupid_PRE","stupid_gun_PRE","stupid_imig_PRE","stupid_econ_PRE","stupid_climate_PRE","stupid_trumpissue_PRE","thermo_issues_PRE","understand_issues_PRE","stupid_issues_PRE","thermo_dem_POST","thermo_rep_POST","thermo_lib_POST","thermo_con_POST","thermo_gun_POST","thermo_immig_POST","thermo_climate_POST","thermo_econ_POST","thermo_trumpissue_POST","understand_climate_POST","understand_econ_POST","understand_gun_POST","understand_immig_POST","understand_opideo_POST","understand_opparty_POST","understand_ownideo_POST","understand_ownparty_POST","understand_trumpissue_POST","negtrait_otherideo_stupid_POST","negtrait_otherparty_stupid_POST","stupid_gun_POST","stupid_imig_POST","stupid_econ_POST","stupid_climate_POST","stupid_trumpissue_POST","thermo_issues_POST","understand_issues_POST","stupid_issues_POST","TRUST_ALL","SPEECH_ALL","SMS_ALL","WELLBEING_ALL","WELLACT_ALL"
"R_Tn0UCJIDBiCrHYB","lib_t",1,1,3.5,1,0,0,0,0,1,2,"Low Compliance 
(0-2 story surveys)
N = 79",6,6,3,3,4,4,0,2,2,1,3,1,1,5,7,7,7,7,1,0.6,0.75,-0.25,1,0,1,0,2,0,8.66666666666667,2.33333333333333,3.33333333333333,6.66666666666667,1.33333333333333,6,2.66666666666667,3.66666666666667,6.66666666666667,1.66666666666667,85,30,80,50,24,60,30,50,2,2,5,5,5,5,1,5,7,1,3,6,3,NA,NA,NA,7,33.2,3.6,NA,86,19,72,51,61,52,31,51,4,3,3,5,5,4,2,5,6,2,4,6,4,4,3,6,7,39.8,3.6,4.8,-0.666666666666667,-7,2.33333333333333,-0.333333333333333,0.4
"R_2CUkfjPQv7Ibh2i","cons_c",0,0,2.75,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.66666666666667,5.66666666666667,5.66666666666667,6.33333333333333,6.66666666666667,1.33333333333333,5.33333333333333,5,6.66666666666667,39,39,58,43,50,50,31,46,50,3,4,4,4,5,5,5,5,2,4,4,NA,4,NA,NA,3,45.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"R_1NlSMZzzQY1Q53d","lib_c",0,1,4.5,0,0,0,0,0,0,0,NA,1,4,4,6,3,4,0,0,3,1,2,2,4,3,6,6,6,6,2,0.6,0.5,0.5,1,-1,0,1,-1,0,7,2,3,6.66666666666667,2.66666666666667,5.66666666666667,9,5,3.33333333333333,3,74,56,70,44,33,18,27,30,53,3,2,6,6,5,5,5,3,4,4,4,NA,3,NA,6,NA,32.2,4.2,NA,84,73,89,62,67,16,33,54,69,4,4,5,4,4,3,6,4,3,3,4,4,5,4,5,3,47.8,4,4.2,0,-6,3,-2,0.4
"R_1jv0ST9C4YlST7W","cons_t",1,4,5.5,1,0,1,1,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",5,5,4,4,6,5,0,1,0,0,3,1,1,1,7,7,6,7,3,0.399999999999999,-0.75,-0.5,-1,1,0,1,-1,1,11.3333333333333,10,5.66666666666667,11.3333333333333,11.6666666666667,8,9.66666666666667,6.33333333333333,10.3333333333333,11,51,90,43,90,71,37,40,25,40,3,4,4,5,5,4,6,6,4,6,7,NA,NA,NA,5,6,42.6,4,NA,40,82,24,87,25,37,8,50,41,2,2,5,6,4,4,7,7,7,3,3,3,5,3,4,5,32.2,4.4,4,-0.166666666666667,-6.75,1,-1.5,-0.4
"R_3iCFvGOwujRnE44","lib_t",1,1,4.75,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,1,6,7,5,7,0,2,2,0,5,1,4,6,7,7,7,7,1,-0.2,0,0.25,2,-1,0,0,1,0,6,3.66666666666667,3.33333333333333,2.66666666666667,2,4.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,2.66666666666667,94,72,75,50,65,55,44,61,57,5,5,5,7,4,6,6,7,5,2,1,NA,NA,3,NA,5,56.4,5.4,NA,91,76,81,75,56,78,77,60,56,3,5,3,3,6,4,6,7,3,3,3,4,4,2,4,5,65.4,3.4,3.8,-0.333333333333333,-7,3.66666666666667,-3.83333333333333,-0.2
"R_2dRxZYZIi2Zm42d","lib_c",0,0,4,0,0,0,0,0,0,0,NA,4,4,4,4,4,4,0,1,3,2,0,3,3,4,2,2,2,2,0,0,0,0,0,-2,-1,0,-1,-1,7,7,7.33333333333333,7,7,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,0,4,NA,21,16,15,16,15,18,11,24,22,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,18,3.8,3.8,0.833333333333333,-2,3.33333333333333,-1.33333333333333,1.2
"R_3j7GQlRjah0Hy4i","cons_t",1,3,6,0,0,0,0,0,0,0,"Low Compliance 
(0-2 story surveys)
N = 79",7,7,7,7,7,7,0,0,0,0,1,6,4,1,1,7,6,6,3,-0.399999999999999,-1.25,1.25,0,-6,0,0,-3,0,3.66666666666667,10.3333333333333,9.33333333333333,10,7,7,9.66666666666667,5,9,9.33333333333333,6,58,27,7,30,12,27,17,60,7,5,7,6,6,7,6,7,7,6,1,NA,NA,6,NA,2,29.2,6.4,NA,67,93,31,27,38,58,76,100,85,5,4,3,4,7,3,4,6,4,7,6,3,6,6,3,4,71.4,4,4.4,1.5,-5,3.66666666666667,-2.33333333333333,-0.2
"R_1nW2zpwXaCBP8Dk","cons_t",1,5,5.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,1,7,7,7,7,0,0,0,0,0,4,4,4,4,4,4,4,3,1.4,0,1.5,1,0,2,1,1,2,9,12.3333333333333,10,11.6666666666667,12.6666666666667,9.66666666666667,13,9,11.6666666666667,13,44,73,51,92,45,46,43,48,50,4,4,4,4,4,2,6,6,4,2,2,NA,2,NA,2,NA,46.4,4,NA,8,83,52,86,50,50,47,47,47,1,3,3,2,1,1,3,3,3,1,1,1,1,1,1,1,48.2,2.4,1,-1.16666666666667,-4,4,-4.33333333333333,0
"R_2PcC69Mz82eROZZ","cons_t",1,5,4.25,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,2,6,6,6,6,0,2,0,0,5,1,1,1,6,6,6,6,3,-0.199999999999999,0.25,0.25,0,0,-1,0,0,1,9.33333333333333,9,11,13,10,8,10,10.3333333333333,12.6666666666667,10.3333333333333,31,73,32,82,14,53,55,41,43,5,4,5,6,4,3,7,6,6,4,5,6,NA,NA,NA,3,41.2,5.2,NA,37,80,36,96,3,24,56,51,56,4,3,1,4,4,3,7,6,4,6,4,6,3,5,5,2,38,3.2,4.2,0,-6,1,-3.5,-0.6
"R_3j9fr9INjdNb2qI","lib_c",0,1,4.5,0,0,0,0,0,0,0,NA,1,1,4,5,5,6,0,3,0,0,2,5,4,5,5,4,5,4,2,0.399999999999999,0.25,1,1,0,0,0,-1,0,8.33333333333333,4.66666666666667,5,3,1,6.66666666666667,6.33333333333333,5,5,1.66666666666667,46,8,42,7,7,3,5,9,5,4,3,4,5,3,3,5,4,4,5,3,3,NA,NA,4,NA,5.8,4,NA,33,17,33,7,13,19,16,12,24,4,3,2,3,3,1,2,5,3,3,3,4,3,3,4,3,16.8,3,3.4,0,-4.5,4.66666666666667,-3,0.2
"R_2nPRtWVhoETUXKx","lib_t",1,3,5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",4,NA,4,3,4,3,4,3,2,5,5,4,4,4,3,3,4,4,2,-0.2,-0.5,0,2,1,0,2,-3,-3,6.66666666666667,6.33333333333333,7.66666666666667,1.33333333333333,1,7,6.66666666666667,6.66666666666667,1.33333333333333,1,77,1,79,10,1,18,1,39,1,1,2,1,1,4,1,4,3,2,6,7,6,NA,NA,6,NA,12,1.4,NA,67,1,73,15,3,2,5,24,1,2,2,2,4,2,2,5,7,1,4,5,7,4,5,4,7,7,2.2,5.4,0.166666666666667,-3.5,4,NA,1.8
"R_3ozKHT1TPxN3Y7d","lib_t",1,0,7,1,0,1,1,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",1,1,1,1,1,1,0,2,7,7,7,7,1,1,1,1,1,1,3,0,0,3,0,0,0,0,0,0,3,1,1,1,1,9,1,1,1,1,100,1,100,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,7,7,NA,NA,NA,1,1,NA,100,1,100,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,0,-1,3,-0.333333333333333,1.8
"R_2xQAcPAOdzmIou9","cons_t",1,1,3.25,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",3,2,6,5,6,5,0,1,0,0,2,1,1,1,7,7,7,7,2,1,1,-0.5,2,0,0,0,0,-1,9.66666666666667,8,5.66666666666667,4.66666666666667,4.66666666666667,8.66666666666667,8.66666666666667,6.66666666666667,5,5.66666666666667,29,43,3,52,19,24,41,40,21,5,4,5,5,5,6,6,6,5,2,2,2,NA,NA,2,NA,29,4.8,NA,52,59,39,67,35,33,50,45,31,4,3,4,2,5,4,6,6,3,1,1,1,1,1,1,1,38.8,3.2,1,-0.166666666666667,-7,1,-2.83333333333333,-0.2
"R_1jkA7IwAsDSBvDe","lib_t",1,0,6,1,0,0,0,1,1,3,"Middle Compliance 
(3-4 story surveys)
N = 89",1,1,5,6,6,6,7,1,0,0,4,3,3,3,6,6,6,6,0,0.4,0,-0.75,-1,-1,-1,-1,-1,-1,6.33333333333333,2,1,1,3.33333333333333,3,3,2.66666666666667,2.33333333333333,3.33333333333333,57,57,53,69,10,70,61,67,51,3,4,4,2,4,2,3,3,4,4,5,5,5,NA,NA,NA,51.8,3.4,NA,43,47,79,80,80,80,80,80,81,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,80.2,4,1,1,-6,3,-3.5,0.8
"R_1IBjKq6xIj4nj7p","lib_t",1,2,5.25,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",6,5,2,1,1,4,7,0,0,0,5,3,4,4,7,7,7,7,2,0.4,-0.25,0,-2,-1,-1,0,-1,-1,5.66666666666667,1,1.33333333333333,2.33333333333333,1,7,1,2.33333333333333,3.33333333333333,1,100,7,100,24,3,6,5,11,0,2,4,4,4,5,4,7,7,3,2,4,NA,4,NA,NA,3,5,3.4,NA,71,3,63,29,1,35,2,32,1,3,4,4,3,4,3,7,6,1,2,3,4,3,3,5,4,14.2,3,3.8,1,-7,3.66666666666667,0.5,0.4
"R_2yf1vK2wC5XGBnf","cons_c",0,1,5.5,0,0,0,0,0,0,0,NA,4,4,3,1,6,3,0,2,1,1,2,1,1,1,5,5,1,4,2,0.6,-0.75,0,0,0,-3,-1,-3,-1,6.33333333333333,5,6.33333333333333,7,11,7.33333333333333,5.33333333333333,8.66666666666667,7.66666666666667,11.3333333333333,51,50,50,50,49,50,49,4,39,3,1,4,5,4,4,2,3,4,4,4,4,NA,NA,4,NA,38.2,3.4,NA,53,52,52,52,52,50,52,52,43,3,4,4,4,4,4,4,4,4,4,4,3,3,1,4,3,49.8,3.8,2.8,1.33333333333333,-3.75,1,-0.833333333333333,0.4
"R_UK0fx2PqUae1hqV","lib_t",1,3,5.5,0,0,0,0,0,0,0,"Low Compliance 
(0-2 story surveys)
N = 79",5,6,6,4,6,6,5,5,0,4,5,5,6,6,3,5,5,6,1,0,-0.25,1.25,-1,0,0,0,0,0,7.66666666666667,9,10.3333333333333,10.3333333333333,10,6.66666666666667,5.66666666666667,5.33333333333333,4.33333333333333,3.33333333333333,67,59,100,52,66,55,48,64,69,4,5,3,4,4,5,5,5,5,5,5,6,2,NA,NA,NA,60.4,4.2,NA,67,66,68,79,75,45,44,42,78,4,6,6,6,6,4,6,5,6,5,5,5,5,6,5,5,56.8,5.6,5.2,0.166666666666667,-4.75,5.66666666666667,-1.83333333333333,1.8
"R_2ZHSANaj5md63Js","lib_c",0,1,5.75,0,0,0,0,0,0,0,NA,3,4,5,5,5,6,0,0,0,1,4,5,4,5,5,4,3,5,2,1.4,-1.5,-0.75,-2,0,-1,-2,-4,0,7.33333333333333,2.33333333333333,4.33333333333333,7.66666666666667,1,8.33333333333333,3,1,4.66666666666667,1,72,6,80,63,36,50,9,51,1,1,3,4,5,5,2,5,5,1,2,5,NA,NA,2,NA,2,29.4,2.8,NA,100,14,42,35,21,36,2,18,0,7,5,5,6,5,5,5,6,5,2,4,2,2,2,5,7,15.4,5.6,3.6,1.5,-4.25,4.66666666666667,-2.33333333333333,-0.6
"R_2YXqhMW26qL6ASr","cons_t",1,2,3.25,0,0,1,1,1,0,3,"Middle Compliance 
(3-4 story surveys)
N = 89",1,3,6,5,6,6,0,1,0,0,0,2,1,1,7,7,6,6,1,-0.2,0.5,0.75,-2,0,-1,-1,1,0,10.6666666666667,8.33333333333333,5,4,6.33333333333333,10.3333333333333,6,9.33333333333333,6.66666666666667,7,19,42,25,77,61,27,47,48,60,4,3,7,4,6,5,6,6,6,5,5,2,NA,NA,NA,4,48.6,4.8,NA,32,65,39,60,51,19,51,26,53,4,3,3,4,5,4,7,7,6,3,4,2,4,4,3,3,40,4,3.2,0.5,-6.5,1.33333333333333,-3.16666666666667,0.2
"R_3QQ5gnrbcC4b1MN","cons_c",0,5,6,0,0,0,0,0,0,0,NA,7,7,6,4,4,7,7,6,7,6,6,7,5,7,6,6,7,6,3,-0.2,0.25,0.75,4,1,-1,4,4,0,11.6666666666667,10,8,12,9.66666666666667,1.66666666666667,1.33333333333333,1.33333333333333,3,1.66666666666667,32,87,69,82,77,63,42,82,76,7,6,6,5,5,5,5,7,5,1,7,NA,1,NA,NA,1,68,5.8,NA,43,32,54,35,23,24,41,29,42,7,7,4,4,6,5,7,6,5,5,4,7,5,7,7,5,31.8,5.4,6.2,-2,-6.25,6.33333333333333,-1.16666666666667,4
"R_3FPAx5PozSmmgVi","cons_t",1,2,4.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",4,4,4,4,6,4,2,5,2,1,5,4,4,4,5,5,5,5,2,0.6,-0.75,0,0,-1,-2,0,1,0,7.66666666666667,6.33333333333333,5,5,10.6666666666667,9,6,4.66666666666667,5,9.66666666666667,40,80,35,80,40,40,40,30,30,4,3,5,4,3,3,6,5,3,4,4,NA,NA,4,NA,4,36,3.8,NA,42,81,42,63,42,52,41,30,36,3,2,3,3,3,4,5,6,3,3,3,3,3,4,3,3,40.2,2.8,3.2,0.333333333333333,-5,4,-1.66666666666667,1
"R_3RrrcHgzTh20404","lib_c",0,5,6.25,0,0,0,0,0,0,0,NA,4,5,5,4,4,3,0,0,0,0,4,4,5,5,7,7,7,7,3,-0.4,1.5,-3.25,0,0,1,0,1,1,3,1,1,1,1,1,1,1,1,1,99,0,87,5,0,0,5,10,0,1,2,1,1,1,2,7,7,1,4,6,5,5,NA,NA,NA,3,1.2,NA,93,1,93,1,1,1,20,50,1,3,4,1,2,2,1,7,7,1,5,7,3,5,3,4,7,14.6,2.2,4.4,-0.5,-7,4.66666666666667,-1.16666666666667,-0.8
"R_1ezLbfJ1Orz9a7Q","lib_c",0,3,5.75,0,0,0,0,0,0,0,NA,1,1,7,7,7,7,2,1,1,1,3,5,4,4,2,6,5,4,3,-0.6,-0.75,1.25,0,0,0,0,-1,1,6,1,1,1,1,5,1,1,1,1,100,19,76,10,0,0,0,12,0,1,4,1,3,3,3,6,7,1,4,3,NA,5,NA,7,NA,2.4,2,NA,100,1,63,38,0,22,0,50,0,1,3,1,2,4,5,5,7,1,4,5,6,5,3,6,7,14.4,1.6,5.4,0,-4.25,4.33333333333333,-4.33333333333333,0.4
"R_a45GKdSlGlKRY7D","lib_t",1,4,6,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",5,4,6,4,6,4,1,0,0,0,0,7,3,5,2,4,5,5,3,0,-1.75,0.25,-1,-2,1,-1,-2,-3,9,9.33333333333333,9,9,9.33333333333333,8,9.66666666666667,9.66666666666667,9.33333333333333,4.33333333333333,45,54,55,54,72,53,54,54,56,6,3,4,5,6,5,4,6,5,5,7,NA,5,6,NA,NA,57.8,4.6,NA,71,17,49,32,36,22,31,25,53,5,4,5,6,4,4,6,4,7,2,5,4,7,6,5,5,33.4,5.4,5.4,1.33333333333333,-4,5,-1.83333333333333,0.2
"R_1gzKtr5FxomRu74","lib_t",1,0,4.25,0,1,1,0,0,1,3,"Middle Compliance 
(3-4 story surveys)
N = 89",1,1,7,7,7,7,0,0,0,0,0,7,6,7,4,5,7,4,3,0.800000000000001,0.5,-2.5,0,0,0,0,0,0,5.33333333333333,9.66666666666667,8.66666666666667,9.33333333333333,1,10.3333333333333,8.33333333333333,8.66666666666667,6.66666666666667,10,1,1,1,13,1,1,1,1,4,2,1,5,1,4,1,3,7,6,4,7,7,3,NA,NA,NA,1.6,3,NA,100,1,51,50,1,1,1,1,1,4,4,5,4,4,7,4,4,6,4,1,1,1,1,1,1,1,4.6,1,0,-5,6.66666666666667,-4.33333333333333,0
"R_2P5OmZZN3uRA9O9","lib_t",1,2,4.5,1,1,1,1,1,0,5,"High Compliance 
(5-6 story surveys)
N = 337",4,4,5,4,5,5,0,1,1,1,3,1,1,1,6,6,7,6,1,-0.4,-1.25,-0.5,0,-1,-1,-1,0,0,5.33333333333333,4.66666666666667,1.33333333333333,1.33333333333333,1,5,1,3,1,2.33333333333333,61,23,92,45,24,23,17,26,20,1,3,2,1,3,2,6,5,1,4,5,NA,NA,NA,6,7,22,1.6,NA,81,47,90,69,14,39,22,43,20,1,3,6,1,4,2,7,6,1,5,1,1,1,3,2,2,27.6,2.4,1.8,0.5,-6.25,1,-1.83333333333333,0
"R_8nLBiVoz9JVaZFv","lib_c",0,4,4,0,0,0,0,0,0,0,NA,5,7,7,4,6,5,0,2,2,3,0,4,4,4,4,4,4,4,1,-0.2,-1,-0.5,-1,1,1,2,-1,2,4.33333333333333,1.66666666666667,3.66666666666667,4.66666666666667,5.33333333333333,5.66666666666667,3,3.66666666666667,3,5.33333333333333,64,63,73,17,9,28,26,55,10,6,6,1,6,6,6,6,4,5,4,4,NA,NA,4,NA,6,25.6,4.8,NA,56,53,53,54,53,41,53,60,28,7,6,6,6,4,5,6,6,4,1,1,1,1,1,1,2,47,5.8,1.2,-0.666666666666667,-4,4,-1.66666666666667,1.4
"R_1ig1L26GIkCoYuo","cons_t",1,3,4,1,1,1,1,1,0,5,"High Compliance 
(5-6 story surveys)
N = 337",6,7,3,2,5,2,0,0,0,0,4,6,4,5,6,3,5,6,2,-0.2,-0.5,0.25,0,0,0,0,1,0,9.66666666666667,8.33333333333333,10.3333333333333,6.66666666666667,3.66666666666667,7.66666666666667,6.33333333333333,8.33333333333333,6.66666666666667,3,46,77,53,76,55,39,50,46,33,4,4,3,4,3,4,5,5,4,2,2,NA,NA,2,2,NA,44.6,3.8,NA,41,57,54,77,57,48,38,51,45,3,3,4,3,4,4,5,5,2,3,3,3,3,3,2,4,47.8,3,3,-0.166666666666667,-5,5,0.166666666666667,-0.8
"R_qIvVbhxc2IzupEd","cons_c",0,5,4.5,0,0,0,0,0,0,0,NA,7,7,4,1,3,3,0,2,0,3,0,1,1,1,7,7,7,7,3,1.2,-2.25,-4,4,1,-1,2,0,0,13,13,12,13,13,13,11.6666666666667,13,13,13,2,100,5,100,2,3,3,6,2,1,1,7,7,1,1,7,7,1,7,7,NA,1,7,NA,NA,3.2,3.4,NA,4,100,10,100,36,5,50,19,14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,24.8,7,7,-1,-7,1,0.5,1
"R_1K39cSWOuEL4be8","lib_c",0,4,4.75,0,0,0,0,0,0,0,NA,4,4,5,4,3,3,0,0,1,2,7,1,1,4,4,4,1,7,3,0,0.25,-0.25,-3,0,2,0,0,1,8.66666666666667,3.66666666666667,1.66666666666667,1,1,8.33333333333333,1,1,1,1,100,1,100,1,1,1,1,1,1,1,4,1,1,1,1,7,7,1,5,4,NA,NA,4,7,NA,1,1.6,NA,100,2,100,2,2,2,2,2,0,1,1,1,1,1,1,7,7,1,4,4,7,7,7,7,7,1.6,1,7,0,-4,2,-1.16666666666667,-0.8
"R_71UXuiNG0Sz5Xhf","lib_t",1,5,4.5,1,1,0,0,1,1,4,"Middle Compliance 
(3-4 story surveys)
N = 89",3,5,3,3,4,3,7,2,0,2,4,7,5,6,3,3,3,3,3,0,0.25,-0.5,2,0,0,-1,0,1,3.66666666666667,1,1.66666666666667,2.33333333333333,1,3,1,1,2.33333333333333,1,100,0,95,1,0,1,5,20,1,1,3,3,4,1,2,7,7,4,6,7,NA,5,3,NA,NA,5.4,3,NA,92,92,100,4,1,1,2,9,1,1,2,2,2,2,2,7,7,1,6,6,7,5,5,7,7,2.8,1.6,6.2,-0.333333333333333,-3,6,-0.833333333333333,1.4
"R_3iyccUbq0Ka1vJX","lib_t",1,1,4.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",4,5,3,2,2,3,3,3,3,1,4,5,3,6,6,6,6,6,2,-0.399999999999999,-0.25,-0.5,1,0,0,1,1,2,6.33333333333333,3.66666666666667,5.33333333333333,4.33333333333333,2,7,3.33333333333333,4,2.66666666666667,1.33333333333333,60,30,60,30,10,50,5,55,50,1,4,2,3,5,6,4,3,4,4,6,5,NA,NA,6,NA,34,2.8,NA,45,20,45,35,10,15,10,20,35,2,3,2,3,4,3,5,5,2,3,3,3,3,4,6,4,18,2.4,4,-0.833333333333333,-6,4.66666666666667,-0.166666666666667,1.2
"R_dn8k5cnanyNFtQd","cons_c",0,4,5,0,0,0,0,0,0,0,NA,4,4,3,2,2,2,1,1,1,1,0,5,4,5,5,5,4,5,3,-1.4,-0.5,-0.5,1,-1,0,-1,0,0,9.33333333333333,11.6666666666667,10.6666666666667,9.33333333333333,11,8.66666666666667,11.6666666666667,10,8.66666666666667,11,5,59,1,73,7,8,1,4,8,1,3,1,1,1,1,6,4,2,6,7,5,NA,NA,NA,6,5.6,1.6,NA,2,50,0,75,1,1,0,30,2,1,2,2,2,1,2,6,5,2,7,4,4,4,4,4,4,6.8,1.8,4,0.166666666666667,-4.75,4.66666666666667,-0.166666666666667,0.8
"R_b4rWPZcGyVfM2zf","lib_t",1,5,5.75,0,1,1,1,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",1,1,6,6,7,6,0,0,0,0,3,6,2,7,7,7,7,7,3,1.2,0.5,1,0,-1,0,0,-2,-1,5.66666666666667,1,1,3.33333333333333,2,3.33333333333333,1,1.33333333333333,2,1.66666666666667,95,32,83,45,83,44,22,44,92,4,4,4,5,3,5,6,7,5,3,3,2,2,NA,NA,NA,57,4.4,NA,100,19,98,29,21,20,100,23,13,3,5,4,6,6,4,6,7,6,4,5,5,6,3,5,6,35.4,4.8,5,0.666666666666667,-7,5,-3.83333333333333,-0.6
"R_3LbIlPNOuYyPHtD","cons_t",1,2,3.5,1,0,0,0,0,0,1,"Low Compliance 
(0-2 story surveys)
N = 79",4,4,5,4,3,4,1,1,0,1,0,2,2,2,7,7,7,7,2,-0.8,0.5,-0.5,-1,0,-2,-2,0,-1,7.33333333333333,9,4,5.66666666666667,4.66666666666667,8.66666666666667,7,3.33333333333333,6.33333333333333,5,50,51,40,51,53,51,52,52,50,4,5,5,5,4,4,4,4,5,1,1,NA,NA,1,NA,1,51.6,4.8,NA,80,92,80,95,81,81,79,82,78,3,4,5,3,5,4,6,4,3,1,1,1,1,1,1,1,80.2,3.6,1,1,-7,2,-1.33333333333333,0.6
"R_2w46dtAHwallL9T","lib_t",1,1,4,1,1,1,1,1,0,5,"High Compliance 
(5-6 story surveys)
N = 337",3,4,4,3,5,6,0,1,0,0,1,3,1,1,5,5,5,5,3,1.2,-0.5,-0.5,1,1,0,-1,-1,0,8,1.33333333333333,3,5,4.66666666666667,11,2.33333333333333,3.66666666666667,6,3.33333333333333,74,20,43,64,21,22,22,46,5,5,4,2,3,4,2,4,5,5,3,7,5,NA,NA,NA,3,23.2,3.8,NA,57,6,54,10,8,7,10,7,3,2,3,3,3,4,3,2,4,2,4,3,4,3,4,5,6,7,2.6,4.4,0,-5,1.66666666666667,-1.83333333333333,0
"R_11gwMvhnR4H4g36","lib_c",0,0,4.5,0,0,0,0,0,0,0,NA,4,4,3,4,2,3,0,0,0,0,3,4,4,7,7,7,7,7,3,0.4,0,0,0,1,0,1,0,1,6.33333333333333,1,2.33333333333333,4.33333333333333,1,6,1,1.33333333333333,3.33333333333333,1,90,11,56,54,21,12,11,27,10,2,4,2,2,3,2,4,6,2,7,5,NA,NA,7,7,NA,16.2,2.4,NA,83,1,80,10,9,1,1,30,1,1,1,1,1,1,1,6,6,1,7,6,4,4,4,7,7,8.4,1,5.2,-0.5,-7,5,-0.666666666666667,-0.6
"R_1laX1tJ2LaiCxpN","cons_t",1,3,3.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",4,4,2,2,2,3,7,0,0,1,7,1,1,1,7,7,7,7,1,1.8,1.25,0.25,-2,1,0,0,-1,0,8.66666666666667,13,11.6666666666667,11,13,10,13,10.6666666666667,11,13,4,65,6,95,7,6,4,27,3,7,7,7,7,7,7,7,5,7,5,3,NA,6,NA,NA,4,9.4,7,NA,10,75,9,86,23,5,3,36,35,7,6,7,7,5,5,7,5,4,6,5,5,4,3,5,2,20.4,6.2,3.8,0.333333333333333,-7,1,-0.166666666666667,0.2
"R_2tijXWqlwba9ifa","lib_t",1,2,5,1,0,1,1,0,1,4,"Middle Compliance 
(3-4 story surveys)
N = 89",6,6,3,2,2,4,2,3,1,1,2,2,2,2,6,6,6,6,1,0.6,0.25,0.25,1,0,0,-1,0,-1,8.33333333333333,1,4.33333333333333,1.33333333333333,3.33333333333333,8.66666666666667,1,4,3,4,88,5,62,30,36,48,5,52,20,1,4,3,4,4,4,6,6,4,3,3,NA,NA,NA,7,4,32.2,3.2,NA,43,28,60,27,21,13,3,50,10,1,5,4,5,4,4,5,6,3,3,2,4,3,2,7,5,19.4,3.6,4.2,0.166666666666667,-6,2,0.166666666666667,1
