"ResponseId","URL","FAKE","EXTREMITY","QUALITY","incivility","emotion","sentiment","outlet","is_domain","political","date"
"R_28UudS7vPJ3EbwG","https://www.motherjones.com/environment/2019/09/north-carolina-braces-for-another-flood-of-hog-poop/","Yes","Somewhat extreme","Acceptable quality",0,"0","Mixed","Mother Jones",1,1,"2019-08-27"
"R_12l6yYce7eSxlLJ","https://www.democracynow.org/2019/9/6/hurricane_dorian_bahamas_rescue_efforts","No","Very Extreme","Very high quality",0,"Sadness","Neutral","Democracy Now",1,1,"2019-08-28"
"R_1i8yfOruKMLKqwz","https://www.motherjones.com/politics/2019/09/trumps-campaign-manager-salivates-over-potential-trump-family-dynasty/","No","3","Poor quality",0,"0","Negative","Mother Jones",1,1,"2019-08-28"
"R_3mkSx81NyKqquB3","https://www.thenation.com/article/spotify-teardown-book-review/","No","Moderate","Very high quality",0,"0","Positive","The Nation",1,1,"2019-09-03"
"R_9vLrkckGGVqogVj","https://www.motherjones.com/politics/2019/09/trump-cancels-a-secret-meeting-with-the-taliban-days-before-9-11-anniversary/","Yes","Somewhat extreme","Very poor quality",1,"0","Negative","Mother Jones",1,1,"2019-09-08"
"R_2D0K1CncaKG06oN","https://www.thenation.com/article/climate-change-democrats-townhall/","No","5","Acceptable quality",0,"0","Positive","The Nation",1,1,"2019-09-06"
"R_1Dx6smZPvApLOHR","https://www.thenation.com/article/trump-jews-disloyalty/","Yes","Very Extreme","Poor quality",0,"0","Negative","The Nation",1,1,"2019-09-06"
"R_cCsvqiy6WNIX3oZ","https://www.motherjones.com/politics/2019/09/the-threat-of-a-post-roe-america-is-already-changing-how-women-get-abortions/","Yes","8","Poor quality",0,"Shock","Neutral","Mother Jones",1,1,"2019-08-30"
"R_3sAodMpRHzECEFd","https://www.thenation.com/","No","Very Extreme","Very poor quality",0,"Confusion","Negative","The Nation",1,0,""
"R_3HTv8Habm29GOpe","https://www.thenation.com/","No","Moderate","Acceptable quality",0,"0","Neutral","The Nation",1,0,""
"R_veKNWB3wYyR5G3n","https://www.democracynow.org/2019/9/6/lisa_fithian_activism_shut_it_down","Yes","5","Poor quality",0,"0","Neutral","Democracy Now",1,1,"2019-09-06"
"R_4Jisdl5QhcsF9ct","https://www.thenation.com/article/identity-crisis-and-the-roots-of-2016-book-review/","Yes","5","High quality",0,"Amazement","Positive","The Nation",1,1,"2019-08-26"
"R_4GiOnkl1emTEtqN","https://www.thenation.com/article/north-carolina-congress-vote/","No","Very Extreme","Very poor quality",0,"0","Negative","The Nation",1,1,"2019-09-10"
"R_V4FNTVOyXnTBYhH","https://www.thenation.com/article/arnautoff-mural-life-washington/","Yes","8","Acceptable quality",0,"Shock","Neutral","The Nation",1,1,"2019-09-23"
"R_1ruDuWQTvC8W2wd","https://www.thenation.com/article/arnautoff-mural-life-washington/","Yes","Somewhat extreme","Poor quality",0,"Confusion","Negative","The Nation",1,1,"2019-09-23"
"R_Di5GADHvaRrDSvL","https://www.thenation.com/","Yes","Very Extreme","Very poor quality",0,"0","Negative","The Nation",1,0,""
"R_3MlYJF2COkOtDlz","https://www.democracynow.org/2019/9/6/hurricane_dorian_bahamas_rescue_efforts","No","3","High quality",0,"Sadness","Neutral","Democracy Now",1,1,"2019-09-06"
"R_3kBTd4nkSVPMZUm","https://www.motherjones.com/politics/2019/09/the-threat-of-a-post-roe-america-is-already-changing-how-women-get-abortions/","No","Moderate","Very high quality",0,"0","Positive","Mother Jones",1,1,"2019-09"
"R_1LAqH0bbADrTL2J","https://www.democracynow.org/2019/9/9/hurricane_dorian_climate_change_link_underreported","No","3","Acceptable quality",0,"0","Positive","Democracy Now",1,1,"2019-09-09"
"R_6X5Zs15VIxLOfe1","https://www.thenation.com/","Yes","8","Poor quality",0,"Shock","Neutral","The Nation",1,0,""
"R_1n1kckRUS9GDMMM","https://www.thenation.com/article/photos-mexico-border-immigration/","No","3","High quality",0,"Sadness","Neutral","The Nation",1,1,"2019-09-12"
"R_3LXeK5j904Kbplk","https://www.thenation.com/article/2020-democrats-death-penalty/","No","8","High quality",0,"Confusion","Mixed","The Nation",1,1,"2019-09-12"
"R_3eyS8qvMSKNllCb","https://www.democracynow.org/2019/9/12/john_bolton_fired_national_security_adviser","No","Moderate","Very high quality",0,"0","Neutral","Democracy Now",1,1,"2019-09-12"
"R_2pY9gogeqtgEMI5","https://www.democracynow.org/2019/9/12/newark_new_jersey_water_contamination_crisis","No","3","Acceptable quality",0,"Confusion","Neutral","Democracy Now",1,1,"2019-09-12"
"R_prQLm9h8RurNABP","https://uvacommscience.eu.qualtrics.com/jfe/form/SV_3CphsiWqmCCrQQB?Q_CHL=email&external_id=jraburn23@hotmail.com","No","Somewhat extreme","Acceptable quality",0,"Anger","Neutral",NA,0,NA,""
"R_0Ce3CDhFekOy2w9","https://www.thenation.com/article/gun-control-legislation-congress/","No","2","Acceptable quality",0,"0","Negative","The Nation",1,1,"2019-09-12"
"R_3iKgZj5tQ5okOFj","https://www.motherjones.com/politics/2019/09/briscoe-cain-beto-orourke/","Yes","Somewhat extreme","Acceptable quality",0,"0","N/A","Mother Jones",1,1,"2019-09-13"
"R_2do1791raJviDxn","https://www.motherjones.com/","No","2","High quality",0,"0","Neutral","Mother Jones",1,0,""
"R_3KOe9FPAnYbubga","https://www.democracynow.org/2019/9/4/journalist_brandon_lee_shot_in_philippines","Yes","Very Extreme","Very poor quality",0,"0","Positive","Democracy Now",1,1,"2019-09-04"
"R_3NVPjzNwqyIHnkF","https://www.democracynow.org/2019/9/13/bernie_sanders_joe_biden_war_healthcare","Yes","Very Extreme","Very high quality",0,"0","N/A","Democracy Now",1,1,"2019-09-13"
"R_3kM7XDVSkVS4dhE","https://www.motherjones.com/politics/2019/09/democratic-candidates-take-on-a-tough-opponent-their-own-past-selves/","No","Somewhat extreme","Very high quality",0,"0","Neutral","Mother Jones",1,1,"2019-09-12"
"R_blpYxHwyeDq6RqN","https://www.thenation.com/article/trump-impeachment-inquiry-nadler/","Yes","5","Poor quality",0,"Anger","Negative","The Nation",1,1,"2019-09-13"
"R_3p0hiY8mm54okQw","https://www.democracynow.org/2019/9/12/headlines/supreme_court_allows_trumps_asylum_ban_to_take_effect","No","3","Acceptable quality",0,"Shock","Negative","Democracy Now",1,1,"2019-09-12"
"R_12lQ1Ysrlfx4skD","https://www.thenation.com/article/climate-change-naomi-klein/","No","Somewhat extreme","Poor quality",0,"0","Mixed","The Nation",1,1,"2019-09-15"
"R_0pqUBFYLnidtIw9","https://thenation.com/article/climate-change-health-illness/","No","Somewhat extreme","High quality",0,"Amazement","Neutral","The Nation",1,1,"2019-09-16"
"R_1d1eudcLKAlDlLi","https://www.thenation.com/article/el-salvador-border-patrol-trump/","No","3","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-09-16"
"R_1H5eL9CXTNRJKmq","https://www.democracynow.org/2019/9/13/democratic_debate_white_supremacy_racism","Yes","5","Very poor quality",0,"0","Negative","Democracy Now",1,1,"2019-09-13"
"R_2too8YbsrNkNOyS","https://www.democracynow.org/2019/8/6/juan_gonzalez_puerto_rico_pedro_pierluisi","Yes","8","High quality",0,"0","Positive","Democracy Now",1,1,"2019-08-06"
"R_3QW3DYzAxdwUNYY","https://www.thenation.com/article/trump-climate-whistleblowers/","No","2","Very high quality",0,"0","Neutral","The Nation",1,1,"2019-09-17"
"R_21FLKPX9sQfRJDI","https://www.thenation.com/article/warren-endorsement-wfp/","No","Somewhat extreme","Acceptable quality",0,"0","Negative","The Nation",1,1,"2019-09-17"
"R_2YM7Wdc3f3hdJpT","https://www.thenation.com/article/were-fueling-the-next-global-extinction/","No","3","High quality",0,"Sadness","Positive","The Nation",1,1,"2019-09-18"
"R_1DNYXuYLzkgiIeZ","https://www.thenation.com/article/afghanistan-landmines-war-on-terror/","No","3","High quality",0,"Sadness","Neutral","The Nation",1,1,"2019-09-19"
"R_3fJeb2NCwad82Q5","https://www.thenation.com/article/health-medicaid-climate-housing/","Yes","Somewhat extreme","Poor quality",0,"Confusion","Negative","The Nation",1,1,"2019-09-20"
"R_1N6qA7n0TKrNAQh","https://www.thenation.com/article/trump-india-modi/","No","8","Poor quality",0,"0","Negative","The Nation",1,1,"2019-09-20"
"R_32PJf1o6BzR0Tgh","https://www.motherjones.com/politics/2019/09/trump-response-ukraine-russia-zelensky-putin/","Yes","Somewhat extreme","Poor quality",0,"0","Negative","Mother Jones",1,1,"2019-09-27"
"R_3q7pmYPSa8CSIek","https://www.thenation.com/article/trump-impeachment-history/","No","5","Acceptable quality",0,"Shock","Neutral","The Nation",1,1,"2019-09-27"
"R_vddCzkKSgdwr7jz","https://www.motherjones.com/politics/2019/09/the-washington-post-published-a-bombshell-report-about-trump-and-russia/","Yes","3","Poor quality",0,"0","Neutral","Mother Jones",1,1,"2019-09-28"
"R_2zwkkttIayoGKIs","https://www.motherjones.com/politics/2019/09/defcon-2019-hacking-village/","No","3","High quality",0,"Anxiety","Neutral","Mother Jones",1,1,"2019-09-27"
"R_0koHQFrjO7NgnGF","https://www.motherjones.com/politics/2019/09/donald-trump-suggests-adam-schiff-should-be-arrested-for-treason/","No","8","Poor quality",0,"0","Negative","Mother Jones",NA,NA,NA
"R_3Lj7MOqIrXYdtL8","https://www.theblaze.com/news/biden-drops-to-third-in-national-poll-as-electability-competency-concerns-mount","No","2","Acceptable quality",0,"0","Positive","The Nation",1,1,"2019-08-26"
"R_3GrGZhSs7wnHvm6","https://www.breitbart.com/politics/2019/08/26/joe-biden-falls-national-poll-shows-statistical-three-way-tie-democrat-presidential-race/","No","2","Very high quality",0,"0","Neutral","The Nation",1,1,"2019-08-26"
"R_28UudS7vPJ3EbwG","https://www.theblaze.com/news/trump-admin-reportedly-redirects-155-from-femas-disaster-relief-fund-to-border-security","No","Moderate","High quality",0,"Anger","Negative","The Blaze",1,1,"2019-08-27"
"R_bHPggAkaCr12s3n","https://www.theblaze.com/news/msnbc-host-claims-trump-co-signed-loans-with-russians--admits-he-has-no-proof","No","3","Acceptable quality",0,"0","Neutral","The Blaze",1,1,"2019-08-28"
"R_1Fn8aqd3KUCiIl8","https://www.theblaze.com/news/chris-cuomo-trump-2020-campaign-press-secretary-square-off-during-intense-interview","No","2","Acceptable quality",0,"Anxiety","Negative","The Blaze",1,1,"2019-08-29"
"R_2wtNd3qCx5J6ZdY","https://spectator.org/joe-biden-puts-his-foot-in-his-electability/","No","Moderate","High quality",0,"0","Neutral","The American Spectator",1,1,"2019-09-01"
"R_9AfBB7Xk7JtSyiZ","https://www.breitbart.com/immigration/2019/08/29/joe-biden-on-migrant-detention-centers-close-them-down/","No","Very Extreme","Very high quality",0,"0","Neutral","Breitbart",1,1,"2019-08-29"
"R_3dtcr9ybxELdHLb","https://www.breitbart.com/radio/2019/08/29/alveda-king-dems-stir-up-fear-tears-terror-saying-trump-racist/","No","Moderate","Poor quality",0,"0","Neutral","Breitbart",1,1,"2019-09-01"
"R_9KAKlmmS5puYznz","https://www.theblaze.com/news/trump-aide-resigns-after-leaking-to-the-press","No","Somewhat extreme","Poor quality",1,"0","Negative","The Blaze",1,1,"2019-08-29"
"R_3fBgTK2xT0UcfSE","https://www.theblaze.com/news/westerhout-leaked-private-info-about-tiffany-trump","No","3","Acceptable quality",0,"0","Neutral","The Blaze",1,1,"2019-08-30"
"R_2wmqaBsmoAVSOaa","https://www.breitbart.com/2020-election/2019/08/31/joe-biden-undercuts-electability-strategy-almost-anybody-beat-trump/","No","Moderate","High quality",0,"0","Positive","Breitbart",1,1,"2019-08-31"
"R_3HIwlfvaKBbsgKL","https://www.breitbart.com/clips/2019/08/31/msnbcs-chris-hayes-if-the-electoral-college-wasnt-in-the-constitution-it-would-be-unconstitutional/","No","Very Extreme","Very poor quality",0,"Shock","Negative","Breitbart",1,1,"2019-08-31"
"R_usHEriocQh9QWDT","https://www.theblaze.com/","Yes","Moderate","Poor quality",0,"0","Negative","The Blaze",1,0,""
"R_esY8wF3vspZZmw1","https://spectator.org/joe-biden-puts-his-foot-in-his-electability/","No","2","High quality",0,"0","Positive","The American Spectator",1,1,"2019-08-30"
"R_33qfr2Hog3uHfeg","https://www.theblaze.com/chad-prather/comedian-jamie-kilstein-talks-openly-about-his-metoo-experience-and-how-he-is-dealing-with-the-aftermath","Yes","Very Extreme","Very poor quality",0,"0","Negative","The Blaze",1,1,"2019-08-30"
"R_ZCvQFlWR4Vka9ZD","https://www.theblaze.com/news/top-trump-campaign-official-reveals-which-2020-dem-the-trump-campaign-fears-most","Yes","Moderate","Acceptable quality",0,"0","Neutral","The Blaze",1,1,"2019-08-28"
"R_1diROKFBD1demGC","https://www.breitbart.com/border/2019/08/31/multiple-people-shot-in-west-texas-active-shooter-incident/","No","Somewhat extreme","High quality",0,"Sadness","Neutral","Breitbart",1,1,"2019-08-31"
"R_2cC5kKZmRVQj1Vt","https://spectator.org/","No","Somewhat extreme","High quality",0,"0","Positive","The American Spectator",1,0,""
"R_0D4t0kmsTQKG46d","https://www.breitbart.com/entertainment/2019/09/01/debra-messing-celebrates-sign-calling-black-trump-voters-mentally-ill/","No","2","Acceptable quality",0,"0","Mixed","Breitbart",1,1,"2019-09-01"
"R_2wGl60Z0qhG51eZ","https://spectator.org/why-michelle-obama-wont-run-in-2020/","Yes","Moderate","Very high quality",0,"0","Positive","The American Spectator",1,1,""
"R_1ozK37QCkBsbWQR","https://www.breitbart.com/politics/2019/09/01/elizabeth-warren-demands-gun-control-vote-before-midland-facts-known/","No","3","High quality",0,"0","Neutral","Breitbart",1,1,"2019-09-01"
"R_21BuIZGeybHsLG8","https://spectator.org/could-the-2020-election-be-another-1980/","No","2","Very high quality",0,"0","Neutral","The American Spectator",1,1,"2019-08-30"
"R_2VKlNdKjpvwcXFH","https://spectator.org/why-pope-francis-hasnt-visited-argentina/","No","2","Acceptable quality",0,"0","Mixed","The American Spectator",1,1,"2019-08-22"
"R_12i11MbXKVUUnel","https://www.theblaze.com/news/bernie-sanders-says-hes-open-to-a-meat-tax-to-fight-climate-change","No","Somewhat extreme","Acceptable quality",0,"Shock","Positive","The Blaze",1,1,"2019-08-31"
"R_1DBHTdX4OBe2CKx","https://spectator.org/could-the-2020-election-be-another-1980/","No","2","Acceptable quality",0,"0","Neutral","The American Spectator",1,1,"2019-09-01"
"R_3D6YRsAsFiZIwv3","https://www.theblaze.com/news/pitcher-whose-brother-in-law-reportedly-killed-his-family-breaks-silence-on-heartbreaking-murders","No","Very Extreme","Very high quality",0,"Sadness","Neutral","The Blaze",1,0,""
"R_31v1EGEe25MP2OO","https://spectator.org/why-i-pray-for-trump-a-true-hero/","Yes","Moderate","Acceptable quality",0,"Shock","Neutral","The American Spectator",1,1,"2019-09-01"
"R_1DSetG2YAgMYhL1","https://www.theblaze.com/news/former-marine-had-firearms-seized-under-oregons-red-flag-law-over-anti-antifa-comments","No","2","Acceptable quality",0,"0","Positive","The Blaze",1,1,"2019-09-01"
"R_3prLFuOaXWtyUIw","https://www.theblaze.com/news/former-marine-had-firearms-seized-under-oregons-red-flag-law-over-anti-antifa-comments","No","5","Poor quality",0,"Shock","Mixed","The Blaze",1,1,"2019-09-01"
"R_25MVlmzQX1oigdI","https://www.breitbart.com/politics/2019/09/02/devin-nunes-warns-us-tech-oligarchs-censorship-bias-conservatives-very-concerned/","Yes","5","Acceptable quality",0,"0","Negative","Breitbart",1,1,"2019-09-02"
"R_1SpFtHeKUoJxba1","https://spectator.org/the-democrats-growing-threat-of-a-third-party-run/","Yes","Somewhat extreme","Acceptable quality",0,"0","Mixed","The American Spectator",1,1,"2019-08-30"
"R_2BqRwbk04EGZmpB","https://spectator.org/why-michelle-obama-wont-run-in-2020/","Yes","2","Acceptable quality",0,"0","Neutral","The American Spectator",1,1,"2019-08-26"
"R_XUkepSnubI56TK1","https://www.theblaze.com/news/former-marine-had-firearms-seized-under-oregons-red-flag-law-over-anti-antifa-comments","No","Somewhat extreme","High quality",0,"0","Neutral","The Blaze",1,1,"2019-09-01"
"R_3Pd8b5ni3cpODSy","The American Spectator: https://spectator.org/","Yes","Somewhat extreme","Acceptable quality",0,"0","Positive","The American Spectator",1,0,""
"R_3ISQ27LMOv4lmkB","https://www.breitbart.com/politics/2019/09/02/record-number-americans-working-157-million-job-u-s/","Yes","Very Extreme","Very poor quality",0,"0","N/A","Breitbart",1,1,"2019-09-02"
"R_6l2sJagFxotiyVb","https://www.breitbart.com/politics/2019/09/02/trumps-tightened-labor-market-wins-dream-jobs-for-disabled-americans/","Yes","2","Acceptable quality",0,"Confusion","Mixed","Breitbart",1,1,"2019-09-02"
"R_25RVKEXUAFEuzat","https://www.theblaze.com/news/alyssa-milano-complains-about-second-amendment-rights-which-passage-of-the-bible-says-its-a-god-given-right-to-own-a-gun-ted-cruz-demolishes-her-argument","No","Somewhat extreme","Poor quality",0,"0","Negative","The Blaze",1,1,"2019-09-02"
"R_0ofJuUC5P1FjBE5","https://www.theblaze.com/","Yes","8","High quality",0,"0","Neutral","The Blaze",1,0,""
"R_2f8lmsu9EsYS5GJ","https://www.theblaze.com/news/mcconnell-says-hell-put-gun-control-on-the-senate-floor-only-if-it-gets-trumps-backing","No","3","High quality",0,"0","Neutral","The Blaze",1,1,"2019-09-03"
"R_28zBfSwxVKIs8ww","https://www.theblaze.com/news/mcconnell-says-hell-put-gun-control-on-the-senate-floor-only-if-it-gets-trumps-backing","No","2","Acceptable quality",0,"0","Neutral","The Blaze",1,1,"2019-09-03"
"R_eFqJl1X4NweIwSd","https://www.breitbart.com/politics/2019/09/03/joe-biden-pushes-ban-on-gun-magazines-secret-service-used-to-protect-him/","No","3","High quality",1,"0","Neutral","Breitbart",1,1,"2019-09-03"
"R_T7OVrhqEzN13PZT","https://spectator.org/why-michelle-obama-wont-run-in-2020/","No","Moderate","Acceptable quality",0,"0","Negative","The American Spectator",1,1,"2019-08-26"
"R_3nrrhYBdJBx2SWu","https://www.breitbart.com/politics/2019/09/03/house-democrats-major-investigative-focus-stormy-daniels-karen-mcdougal/","Yes","8","Very poor quality",0,"0","Negative","Breitbart",1,1,"2019-09-03"
"R_2SCYzU3u6Hsidnt","https://www.breitbart.com/politics/2019/09/03/sanders-hits-biden-defeating-trump-is-not-enough/","No","2","Acceptable quality",0,"0","Neutral","Breitbart",1,1,"2019-09-03"
"R_1FFVy767fCzXRK0","https://www.breitbart.com/","No","3","Poor quality",0,"Confusion","Negative","Breitbart",1,0,""
"R_1lyRGF69rhQFZIs","https://spectator.org/why-i-pray-for-trump-a-true-hero/","Yes","Somewhat extreme","Poor quality",0,"0","Neutral","The American Spectator",1,1,"2019-09-01"
"R_28NhRyxKykYNKPa","https://www.theblaze.com/news/aoc-says-dan-crenshaws-friends-have-likely-abused-their-spouse-questions-why-he-would-lend-guns-to-them","No","Somewhat extreme","Acceptable quality",0,"0","Neutral","The Blaze",1,1,"2019-09-04"
"R_3g5gXuRiWI7w9Cg","https://www.breitbart.com/politics/2019/09/04/schumer-demands-free-healthcare-for-foreigners/","No","Moderate","Acceptable quality",0,"0","Neutral","Breitbart",1,1,"2019-09-04"
"R_1CxrXiOTJdHdrvL","https://www.theblaze.com/news/aoc-calls-straight-pride-parade-white-supremacist-parade","No","8","Poor quality",0,"0","Neutral","The Blaze",1,1,"2019-09-04"
"R_eu3dElkP3jEZw5P","https://www.theblaze.com/news/judge-rules-some-illegal-immigrant-parents-deported-without-their-children-must-be-allowed-to-return-to-the-us","No","2","Acceptable quality",0,"0","Neutral","The Blaze",1,1,"2019-08-19"
